,model_ext,model,path_dets,prep_time,normalize,inference,nms
0,pt,yolov5n,"image 1/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang0.jpg: 544x960 1 car, ",0.14361977577209473,0.003989458084106445,0.28224945068359375,0.0029921531677246094
1,pt,yolov5n,"image 2/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10005.jpg: 544x960 1 person, 1 car, 1 truck, ",0.12766098976135254,0.002999544143676758,0.232374906539917,0.002992868423461914
2,pt,yolov5n,"image 3/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10020.jpg: 544x960 2 persons, 1 car, 1 truck, ",0.13663697242736816,0.001995086669921875,0.2393641471862793,0.002991914749145508
3,pt,yolov5n,"image 4/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10035.jpg: 544x960 2 persons, 1 car, 1 truck, ",0.12666535377502441,0.001998424530029297,0.33011937141418457,0.0009980201721191406
4,pt,yolov5n,"image 5/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang1005.jpg: 544x960 2 cars, ",0.14661073684692383,0.0029926300048828125,0.308182954788208,0.001995563507080078
5,pt,yolov5n,"image 6/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10050.jpg: 544x960 1 person, 1 car, 1 truck, ",0.13165068626403809,0.0029926300048828125,0.27127909660339355,0.001995086669921875
6,pt,yolov5n,"image 7/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10065.jpg: 544x960 1 person, 1 car, 1 truck, ",0.13564181327819824,0.0029938220977783203,0.23637056350708008,0.002991914749145508
7,pt,yolov5n,"image 8/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10080.jpg: 544x960 1 person, 1 car, 1 truck, ",0.13763213157653809,0.003988981246948242,0.2892313003540039,0.0029947757720947266
8,pt,yolov5n,"image 9/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10095.jpg: 544x960 1 person, 1 car, 1 truck, ",0.13563966751098633,0.002989053726196289,0.2393648624420166,0.002992868423461914
9,pt,yolov5n,"image 10/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10110.jpg: 544x960 1 car, 1 truck, ",0.13563966751098633,0.0029964447021484375,0.25531458854675293,0.001995086669921875
