,model_ext,model,path_dets,prep_time,normalize,inference,nms
0,,yolov5m6_960_fp16,"image 1/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang0.jpg: 960x960 1 car, ",0.01396322250366211,0.005984067916870117,0.3311159610748291,0.0029938220977783203
1,,yolov5m6_960_fp16,"image 2/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10005.jpg: 960x960 1 person, 1 car, 1 truck, ",0.011967182159423828,0.005986690521240234,0.3251314163208008,0.003988981246948242
2,,yolov5m6_960_fp16,"image 3/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10020.jpg: 960x960 1 person, 1 car, 1 truck, ",0.014958858489990234,0.005985260009765625,0.3400907516479492,0.002992391586303711
3,,yolov5m6_960_fp16,"image 4/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10035.jpg: 960x960 1 person, 1 car, 1 truck, ",0.012962818145751953,0.0049896240234375,0.3341057300567627,0.0029942989349365234
4,,yolov5m6_960_fp16,"image 5/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang1005.jpg: 960x960 1 car, 1 truck, ",0.015956401824951172,0.004986286163330078,0.3221423625946045,0.001992940902709961
5,,yolov5m6_960_fp16,"image 6/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10050.jpg: 960x960 1 person, 1 car, 1 truck, ",0.013962507247924805,0.0049898624420166016,0.33011579513549805,0.0029921531677246094
6,,yolov5m6_960_fp16,"image 7/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10065.jpg: 960x960 1 person, 1 car, 1 truck, ",0.014958620071411133,0.005986213684082031,0.3251340389251709,0.0029914379119873047
7,,yolov5m6_960_fp16,"image 8/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10080.jpg: 960x960 1 person, 1 car, 1 truck, ",0.017948627471923828,0.005991220474243164,0.31714892387390137,0.00402379035949707
8,,yolov5m6_960_fp16,"image 9/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10095.jpg: 960x960 1 person, 1 car, 1 truck, ",0.018916606903076172,0.004993438720703125,0.3351004123687744,0.002992391586303711
9,,yolov5m6_960_fp16,"image 10/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10110.jpg: 960x960 1 person, 1 car, 1 truck, ",0.015955209732055664,0.004990339279174805,0.3231363296508789,0.004021167755126953
10,,yolov5m6_960_fp16,"image 11/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10125.jpg: 960x960 1 person, 1 car, 1 truck, ",0.017922163009643555,0.005986213684082031,0.3231372833251953,0.0039882659912109375
11,,yolov5m6_960_fp16,"image 12/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10140.jpg: 960x960 1 person, 1 car, 1 truck, ",0.029923677444458008,0.004986763000488281,0.3311142921447754,0.0019958019256591797
12,,yolov5m6_960_fp16,"image 13/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10155.jpg: 960x960 1 person, 1 car, 1 truck, ",0.013958454132080078,0.004958629608154297,0.3241293430328369,0.0029914379119873047
13,,yolov5m6_960_fp16,"image 14/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10170.jpg: 960x960 1 car, 1 truck, ",0.016954421997070312,0.004991054534912109,0.3231339454650879,0.0029921531677246094
14,,yolov5m6_960_fp16,"image 15/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10185.jpg: 960x960 1 car, 1 truck, ",0.013965129852294922,0.005981922149658203,0.3361034393310547,0.003988981246948242
15,,yolov5m6_960_fp16,"image 16/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang1020.jpg: 960x960 1 car, ",0.01495981216430664,0.00598454475402832,0.33211445808410645,0.003988981246948242
16,,yolov5m6_960_fp16,"image 17/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10200.jpg: 960x960 1 car, 1 truck, ",0.014965057373046875,0.004981279373168945,0.33211469650268555,0.003988742828369141
17,,yolov5m6_960_fp16,"image 18/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10215.jpg: 960x960 1 car, 1 truck, ",0.01695394515991211,0.005980968475341797,0.3311152458190918,0.001997709274291992
18,,yolov5m6_960_fp16,"image 19/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10230.jpg: 960x960 1 car, 1 truck, ",0.014957427978515625,0.004987478256225586,0.325131893157959,0.002992391586303711
19,,yolov5m6_960_fp16,"image 20/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10245.jpg: 960x960 1 car, 1 truck, ",0.01695394515991211,0.0049893856048583984,0.3261265754699707,0.0029921531677246094
20,,yolov5m6_960_fp16,"image 21/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10260.jpg: 960x960 1 car, 1 truck, ",0.011968612670898438,0.004987955093383789,0.326129674911499,0.0029904842376708984
21,,yolov5m6_960_fp16,"image 22/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10275.jpg: 960x960 1 car, 1 truck, ",0.015957117080688477,0.004993438720703125,0.32213282585144043,0.002992391586303711
22,,yolov5m6_960_fp16,"image 23/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10290.jpg: 960x960 1 car, 1 truck, ",0.012964487075805664,0.005987405776977539,0.32213807106018066,0.0029931068420410156
23,,yolov5m6_960_fp16,"image 24/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\960\kang10305.jpg: 960x960 1 car, 1 truck, ",0.013961076736450195,0.004988193511962891,0.3231344223022461,0.0049877166748046875
