,model_ext,model,path_dets,prep_time,normalize,inference,nms
0,,yolov5s6_960_fp16,"image 1/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang0.jpg: 960x960 1 car, ",0.11868476867675781,0.004985809326171875,0.15558505058288574,0.003989458084106445
1,,yolov5s6_960_fp16,"image 2/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10005.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14760637283325195,0.0059812068939208984,0.16156911849975586,0.003988742828369141
2,,yolov5s6_960_fp16,"image 3/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10020.jpg: 960x960 1 person, 1 car, 1 truck, ",0.1366589069366455,0.003962516784667969,0.16455340385437012,0.002991914749145508
3,,yolov5s6_960_fp16,"image 4/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10035.jpg: 960x960 2 persons, 1 car, 1 truck, ",0.12566447257995605,0.003988742828369141,0.15359163284301758,0.003988027572631836
4,,yolov5s6_960_fp16,"image 5/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang1005.jpg: 960x960 2 cars, 1 truck, ",0.11968159675598145,0.004993915557861328,0.17153429985046387,0.003989458084106445
5,,yolov5s6_960_fp16,"image 6/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10050.jpg: 960x960 1 person, 1 car, 1 truck, ",0.12865209579467773,0.0039899349212646484,0.15857863426208496,0.005982637405395508
6,,yolov5s6_960_fp16,"image 7/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10065.jpg: 960x960 1 person, 1 car, 1 truck, ",0.13762903213500977,0.004991292953491211,0.1525859832763672,0.001994609832763672
7,,yolov5s6_960_fp16,"image 8/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10080.jpg: 960x960 1 person, 1 car, 1 truck, ",0.12267327308654785,0.003993034362792969,0.1825089454650879,0.002992868423461914
8,,yolov5s6_960_fp16,"image 9/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10095.jpg: 960x960 1 person, 1 car, 1 truck, ",0.13564133644104004,0.005020856857299805,0.15155959129333496,0.0029914379119873047
9,,yolov5s6_960_fp16,"image 10/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10110.jpg: 960x960 1 car, 1 truck, ",0.1545870304107666,0.0039899349212646484,0.1515960693359375,0.0029914379119873047
10,,yolov5s6_960_fp16,"image 11/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10125.jpg: 960x960 1 car, 1 truck, ",0.14560985565185547,0.003993988037109375,0.16156458854675293,0.003989219665527344
11,,yolov5s6_960_fp16,"image 12/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10140.jpg: 960x960 1 car, 1 truck, ",0.16157221794128418,0.0049855709075927734,0.15359044075012207,0.0029921531677246094
12,,yolov5s6_960_fp16,"image 13/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10155.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14162302017211914,0.005984306335449219,0.16057205200195312,0.002992868423461914
13,,yolov5s6_960_fp16,"image 14/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10170.jpg: 960x960 1 car, 1 truck, ",0.1515970230102539,0.004988670349121094,0.16755080223083496,0.003989458084106445
14,,yolov5s6_960_fp16,"image 15/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10185.jpg: 960x960 1 car, 1 truck, ",0.14760804176330566,0.003992557525634766,0.1525897979736328,0.002992391586303711
15,,yolov5s6_960_fp16,"image 16/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang1020.jpg: 960x960 1 car, ",0.1575775146484375,0.005984306335449219,0.160569429397583,0.00399017333984375
16,,yolov5s6_960_fp16,"image 17/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10200.jpg: 960x960 1 car, 1 truck, ",0.13065171241760254,0.004988908767700195,0.16156530380249023,0.005985260009765625
17,,yolov5s6_960_fp16,"image 18/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10215.jpg: 960x960 1 car, 1 truck, ",0.1515970230102539,0.004990100860595703,0.16954374313354492,0.0029926300048828125
18,,yolov5s6_960_fp16,"image 19/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10230.jpg: 960x960 1 car, 1 truck, ",0.14561128616333008,0.004990100860595703,0.15458321571350098,0.003989696502685547
19,,yolov5s6_960_fp16,"image 20/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10245.jpg: 960x960 1 car, 1 truck, ",0.14461708068847656,0.004988670349121094,0.15857267379760742,0.004987001419067383
20,,yolov5s6_960_fp16,"image 21/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10260.jpg: 960x960 1 car, 1 truck, ",0.15359067916870117,0.003995180130004883,0.15059280395507812,0.002992391586303711
21,,yolov5s6_960_fp16,"image 22/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10275.jpg: 960x960 1 car, 1 truck, ",0.13663768768310547,0.005982875823974609,0.1625664234161377,0.002992391586303711
22,,yolov5s6_960_fp16,"image 23/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10290.jpg: 960x960 1 car, 1 truck, ",0.14760756492614746,0.003991842269897461,0.15458393096923828,0.003989458084106445
23,,yolov5s6_960_fp16,"image 24/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10305.jpg: 960x960 1 car, 1 truck, ",0.16456341743469238,0.003991365432739258,0.15358591079711914,0.004987239837646484
24,,yolov5s6_960_fp16,"image 25/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10320.jpg: 960x960 1 car, 1 truck, ",0.13264775276184082,0.0049893856048583984,0.1605677604675293,0.0019943714141845703
