,model_ext,model,path_dets,prep_time,normalize,inference,nms
0,,yolov5n_960_fp16,"image 1/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang0.jpg: 960x960 1 car, ",0.13364338874816895,0.006986141204833984,0.21342682838439941,0.00797724723815918
1,,yolov5n_960_fp16,"image 2/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10005.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14461421966552734,0.004987239837646484,0.18849658966064453,0.00400233268737793
2,,yolov5n_960_fp16,"image 3/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10020.jpg: 960x960 2 persons, 1 car, 1 truck, ",0.17253708839416504,0.0049896240234375,0.2214057445526123,0.004988431930541992
3,,yolov5n_960_fp16,"image 4/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10035.jpg: 960x960 2 persons, 1 car, 1 truck, ",0.15558600425720215,0.005980253219604492,0.20046305656433105,0.003988742828369141
4,,yolov5n_960_fp16,"image 5/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang1005.jpg: 960x960 1 car, ",0.16256403923034668,0.0069844722747802734,0.20943951606750488,0.0049855709075927734
5,,yolov5n_960_fp16,"image 6/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10050.jpg: 960x960 1 person, 1 car, 1 truck, ",0.17254018783569336,0.005988359451293945,0.20644164085388184,0.0019943714141845703
6,,yolov5n_960_fp16,"image 7/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10065.jpg: 960x960 1 person, 1 car, 1 truck, ",0.18151426315307617,0.005952119827270508,0.18350982666015625,0.0019953250885009766
7,,yolov5n_960_fp16,"image 8/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10080.jpg: 960x960 1 person, 1 car, 1 truck, ",0.13862895965576172,0.004986763000488281,0.17852258682250977,0.0029916763305664062
8,,yolov5n_960_fp16,"image 9/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10095.jpg: 960x960 1 person, 1 car, 1 truck, ",0.13862919807434082,0.004986763000488281,0.18051862716674805,0.003989458084106445
9,,yolov5n_960_fp16,"image 10/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10110.jpg: 960x960 1 car, 1 truck, ",0.135636568069458,0.0049898624420166016,0.1745312213897705,0.0019965171813964844
10,,yolov5n_960_fp16,"image 11/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10125.jpg: 960x960 1 car, 1 truck, ",0.1486053466796875,0.0049898624420166016,0.18749523162841797,0.0029921531677246094
11,,yolov5n_960_fp16,"image 12/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10140.jpg: 960x960 1 car, 1 truck, ",0.1735386848449707,0.004986286163330078,0.19946765899658203,0.002992391586303711
12,,yolov5n_960_fp16,"image 13/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10155.jpg: 960x960 1 car, 1 truck, ",0.1515955924987793,0.0059833526611328125,0.19149065017700195,0.0029897689819335938
13,,yolov5n_960_fp16,"image 14/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10170.jpg: 960x960 1 car, 1 truck, ",0.1486051082611084,0.004990100860595703,0.19447827339172363,0.001994609832763672
14,,yolov5n_960_fp16,"image 15/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10185.jpg: 960x960 1 car, 1 truck, ",0.14860272407531738,0.004992246627807617,0.17951536178588867,0.0029916763305664062
15,,yolov5n_960_fp16,"image 16/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang1020.jpg: 960x960 1 car, ",0.1436161994934082,0.006984233856201172,0.17652678489685059,0.002991914749145508
16,,yolov5n_960_fp16,"image 17/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10200.jpg: 960x960 1 car, 1 truck, ",0.15558457374572754,0.00601649284362793,0.176497220993042,0.0029916763305664062
17,,yolov5n_960_fp16,"image 18/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10215.jpg: 960x960 1 car, 1 truck, ",0.1466066837310791,0.004987478256225586,0.17353391647338867,0.0019941329956054688
18,,yolov5n_960_fp16,"image 19/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10230.jpg: 960x960 1 car, 1 truck, ",0.18151402473449707,0.005986452102661133,0.34906673431396484,0.0039882659912109375
19,,yolov5n_960_fp16,"image 20/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10245.jpg: 960x960 1 car, 1 truck, ",0.20644831657409668,0.021943092346191406,0.26329541206359863,0.06482672691345215
20,,yolov5n_960_fp16,"image 21/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10260.jpg: 960x960 1 car, 1 truck, ",0.21542668342590332,0.0069811344146728516,0.21043777465820312,0.003989219665527344
21,,yolov5n_960_fp16,"image 22/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10275.jpg: 960x960 1 car, 1 truck, ",0.19747090339660645,0.005983591079711914,0.26928091049194336,0.0049860477447509766
22,,yolov5n_960_fp16,"image 23/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10290.jpg: 960x960 1 car, 1 truck, ",0.20744752883911133,0.011970043182373047,0.24933314323425293,0.003988981246948242
