,model_ext,model,path_dets,prep_time,normalize,inference,nms
0,,yolov5m6_960_fp32,"image 1/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang0.jpg: 960x960 1 car, ",0.12766265869140625,0.0059814453125,0.623342752456665,0.00399017333984375
1,,yolov5m6_960_fp32,"image 2/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10005.jpg: 960x960 1 person, 1 car, 1 truck, ",0.13164973258972168,0.004990577697753906,0.6133613586425781,0.004024028778076172
2,,yolov5m6_960_fp32,"image 3/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10020.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14365077018737793,0.005959272384643555,0.6343045234680176,0.0029921531677246094
3,,yolov5m6_960_fp32,"image 4/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10035.jpg: 960x960 1 person, 1 car, 1 truck, ",0.1456141471862793,0.0049893856048583984,0.637300968170166,0.003989219665527344
4,,yolov5m6_960_fp32,"image 5/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang1005.jpg: 960x960 1 car, 1 truck, ",0.13962674140930176,0.00598454475402832,0.6333143711090088,0.002992391586303711
5,,yolov5m6_960_fp32,"image 6/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10050.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14863276481628418,0.004990100860595703,0.6173529624938965,0.002993345260620117
6,,yolov5m6_960_fp32,"image 7/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10065.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14857816696166992,0.004987239837646484,0.6143648624420166,0.001994609832763672
7,,yolov5m6_960_fp32,"image 8/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10080.jpg: 960x960 1 person, 1 car, 1 truck, ",0.15658259391784668,0.0070209503173828125,0.6252963542938232,0.003992319107055664
8,,yolov5m6_960_fp32,"image 9/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10095.jpg: 960x960 1 person, 1 car, 1 truck, ",0.16156888008117676,0.004991054534912109,0.6353044509887695,0.0029921531677246094
9,,yolov5m6_960_fp32,"image 10/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10110.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14960145950317383,0.004987239837646484,0.6183536052703857,0.002991914749145508
10,,yolov5m6_960_fp32,"image 11/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10125.jpg: 960x960 1 person, 1 car, 1 truck, ",0.15558552742004395,0.0059833526611328125,0.6303212642669678,0.003991842269897461
11,,yolov5m6_960_fp32,"image 12/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10140.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14661026000976562,0.018948793411254883,0.6123702526092529,0.0039899349212646484
12,,yolov5m6_960_fp32,"image 13/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10155.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14162302017211914,0.004987478256225586,0.6273622512817383,0.003992557525634766
13,,yolov5m6_960_fp32,"image 14/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10170.jpg: 960x960 1 car, 1 truck, ",0.14162278175354004,0.004986763000488281,0.6203482151031494,0.0019953250885009766
14,,yolov5m6_960_fp32,"image 15/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10185.jpg: 960x960 1 car, 1 truck, ",0.14760804176330566,0.0049915313720703125,0.6093723773956299,0.003989458084106445
15,,yolov5m6_960_fp32,"image 16/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang1020.jpg: 960x960 1 car, ",0.1486046314239502,0.005986690521240234,0.6422879695892334,0.002991914749145508
16,,yolov5m6_960_fp32,"image 17/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10200.jpg: 960x960 1 car, 1 truck, ",0.13563895225524902,0.004990100860595703,0.6313157081604004,0.0019948482513427734
17,,yolov5m6_960_fp32,"image 18/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10215.jpg: 960x960 1 car, 1 truck, ",0.14960360527038574,0.006018877029418945,0.6233057975769043,0.0029916763305664062
18,,yolov5m6_960_fp32,"image 19/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10230.jpg: 960x960 1 car, 1 truck, ",0.13663458824157715,0.004987001419067383,0.6183538436889648,0.002991914749145508
19,,yolov5m6_960_fp32,"image 20/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\kang10245.jpg: 960x960 1 car, 1 truck, ",0.16955065727233887,0.0039577484130859375,0.6073825359344482,0.003992557525634766
