,model_ext,model,path_dets,prep_time,normalize,inference,nms
0,,yolov5s6_960_fp16,"image 1/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang0.jpg: 960x960 1 car, ",0.12363290786743164,0.004986763000488281,0.15857696533203125,0.005983829498291016
1,,yolov5s6_960_fp16,"image 2/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10005.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14162421226501465,0.003987550735473633,0.15658235549926758,0.002991199493408203
2,,yolov5s6_960_fp16,"image 3/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10020.jpg: 960x960 1 person, 1 car, 1 truck, ",0.15857815742492676,0.005986213684082031,0.163560152053833,0.003988742828369141
3,,yolov5s6_960_fp16,"image 4/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10035.jpg: 960x960 2 persons, 1 car, 1 truck, ",0.13962936401367188,0.004985332489013672,0.15857577323913574,0.003989696502685547
4,,yolov5s6_960_fp16,"image 5/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang1005.jpg: 960x960 2 cars, 1 truck, ",0.14262056350708008,0.0039942264556884766,0.15458250045776367,0.0029916763305664062
5,,yolov5s6_960_fp16,"image 6/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10050.jpg: 960x960 1 person, 1 car, 1 truck, ",0.1466078758239746,0.00399017333984375,0.16456270217895508,0.0029900074005126953
6,,yolov5s6_960_fp16,"image 7/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10065.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14660882949829102,0.004986286163330078,0.15059781074523926,0.0029916763305664062
7,,yolov5s6_960_fp16,"image 8/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10080.jpg: 960x960 1 person, 1 car, 1 truck, ",0.15059876441955566,0.003989219665527344,0.15658330917358398,0.002992868423461914
8,,yolov5s6_960_fp16,"image 9/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10095.jpg: 960x960 1 person, 1 car, 1 truck, ",0.14660930633544922,0.004987239837646484,0.15957307815551758,0.00402379035949707
9,,yolov5s6_960_fp16,"image 10/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10110.jpg: 960x960 1 car, 1 truck, ",0.13663482666015625,0.00399017333984375,0.15558385848999023,0.002992391586303711
10,,yolov5s6_960_fp16,"image 11/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10125.jpg: 960x960 1 car, 1 truck, ",0.15059781074523926,0.004987478256225586,0.1625666618347168,0.0029914379119873047
11,,yolov5s6_960_fp16,"image 12/1100 C:\Users\104JVE\PycharmProjects\datasets\scenario\4k\kang10140.jpg: 960x960 1 car, 1 truck, ",0.13663434982299805,0.005022525787353516,0.15654659271240234,0.002991914749145508
