,path_dets,prep_time,normalize,inference,nms
0,"image 1/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000139.jpg: 960x960 2 persons, 3 chairs, 2 potted plants, 1 dining table, 2 tvs, 2 refrigerators, 1 clock, 1 vase, ",0.0,0.01558828353881836,0.23431754112243652,0.0
1,"image 2/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000285.jpg: 960x960 1 bear, ",0.03124403953552246,0.01558828353881836,0.43739748001098633,0.0
2,"image 3/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000632.jpg: 960x960 1 bottle, 1 chair, 2 potted plants, 1 bed, 4 books, ",0.01561737060546875,0.03121161460876465,0.624854326248169,0.0
3,"image 4/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000724.jpg: 960x960 1 truck, 1 stop sign, ",0.015617847442626953,0.03121161460876465,0.8123123645782471,0.015621423721313477
4,"image 5/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000776.jpg: 960x960 2 teddy bears, ",0.015621662139892578,0.03121161460876465,1.0153911113739014,0.015621423721313477
5,"image 6/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000785.jpg: 960x960 1 person, 1 skis, ",0.015618085861206055,0.04683327674865723,1.218468427658081,0.015621423721313477
6,"image 7/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000802.jpg: 960x960 1 oven, 1 refrigerator, ",0.015622138977050781,0.06245589256286621,1.4371638298034668,0.015621423721313477
7,"image 8/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000872.jpg: 960x960 2 persons, ",0.015622615814208984,0.07808113098144531,1.6402380466461182,0.03124237060546875
8,"image 9/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000885.jpg: 960x960 3 persons, 1 sports ball, 1 tennis racket, ",0.015620946884155273,0.07808113098144531,1.8745622634887695,0.03124237060546875
9,"image 10/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001000.jpg: 960x960 12 persons, 1 handbag, 3 tennis rackets, ",0.031240463256835938,0.07808113098144531,2.108880043029785,0.03124237060546875
10,"image 11/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001268.jpg: 960x960 4 persons, 1 bird, 1 handbag, ",0.01562190055847168,0.0937035083770752,2.358832836151123,0.04685187339782715
11,"image 12/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001296.jpg: 960x960 3 persons, 1 cell phone, ",0.015621662139892578,0.0937035083770752,2.577531099319458,0.04685187339782715
12,"image 13/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001353.jpg: 960x960 5 persons, ",0.01562190055847168,0.0937035083770752,2.7806081771850586,0.062473297119140625
13,"image 14/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001425.jpg: 960x960 1 bowl, 1 sandwich, ",0.015620946884155273,0.0937035083770752,2.9836864471435547,0.0780954360961914
14,"image 15/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001490.jpg: 960x960 1 person, ",0.0,0.10932731628417969,3.186762809753418,0.0780954360961914
15,"image 16/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001503.jpg: 960x960 1 tv, 1 laptop, 1 mouse, 1 keyboard, ",0.015618085861206055,0.10932731628417969,3.389840602874756,0.0780954360961914
16,"image 17/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001532.jpg: 960x960 5 cars, 2 trucks, ",0.01562190055847168,0.10932731628417969,3.5929176807403564,0.0780954360961914
