,path_dets,prep_time,normalize,inference,nms
0,"image 1/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000139.jpg: 960x960 3 persons, 1 bottle, 1 cup, 3 chairs, 2 potted plants, 2 dining tables, 1 tv, 1 refrigerator, 1 clock, 2 vases, ",0.0,0.01565718650817871,0.07807183265686035,0.0
1,"image 2/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000285.jpg: 960x960 1 bear, ",0.031247377395629883,0.01565718650817871,0.18741965293884277,0.0
2,"image 3/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000632.jpg: 960x960 1 bottle, 1 chair, 2 potted plants, 1 bed, 5 books, ",0.01561880111694336,0.03128862380981445,0.26552557945251465,0.0
3,"image 4/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000724.jpg: 960x960 1 car, 1 truck, 2 stop signs, ",0.015621423721313477,0.03128862380981445,0.343630313873291,0.0
4,image 5/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000776.jpg: 960x960 ,0.015623807907104492,0.046907663345336914,0.4217543601989746,0.0
5,"image 6/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000785.jpg: 960x960 1 person, 2 skiss, ",0.015604019165039062,0.046907663345336914,0.5154855251312256,0.0
6,"image 7/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000802.jpg: 960x960 1 oven, 1 refrigerator, ",0.015619277954101562,0.046907663345336914,0.5935995578765869,0.015615224838256836
7,"image 8/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000872.jpg: 960x960 1 person, ",0.015619277954101562,0.046907663345336914,0.6717085838317871,0.015615224838256836
8,"image 9/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000000885.jpg: 960x960 12 persons, 1 tennis racket, ",0.015621662139892578,0.06252837181091309,0.7498233318328857,0.015615224838256836
9,"image 10/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001000.jpg: 960x960 12 persons, 1 handbag, 1 tennis racket, ",0.01561117172241211,0.07816147804260254,0.8279211521148682,0.015615224838256836
10,"image 11/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001268.jpg: 960x960 4 persons, 1 bird, 1 handbag, ",0.01561880111694336,0.07816147804260254,0.9060378074645996,0.031234264373779297
11,"image 12/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001296.jpg: 960x960 1 person, 1 cell phone, ",0.015616655349731445,0.07816147804260254,0.9841477870941162,0.031234264373779297
12,"image 13/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001353.jpg: 960x960 2 persons, 1 chair, ",0.015614509582519531,0.07816147804260254,1.0778911113739014,0.031234264373779297
13,image 14/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001425.jpg: 960x960 ,0.015606880187988281,0.07816147804260254,1.1560006141662598,0.04685544967651367
14,"image 15/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001490.jpg: 960x960 1 person, ",0.0,0.07816147804260254,1.249741792678833,0.04685544967651367
15,"image 16/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001503.jpg: 960x960 1 tv, 1 laptop, 1 keyboard, ",0.0,0.09376978874206543,1.3278486728668213,0.04685544967651367
16,"image 17/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001532.jpg: 960x960 6 cars, 2 trucks, ",0.015619754791259766,0.10939311981201172,1.405958652496338,0.06247401237487793
17,"image 18/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001584.jpg: 960x960 5 persons, 3 buss, 1 bird, ",0.015617132186889648,0.1250162124633789,1.4840645790100098,0.07810020446777344
18,image 19/5000 C:\Users\104JVE\PycharmProjects\datasets\coco\images\val2017\000000001675.jpg: 960x960 ,0.015617609024047852,0.1250162124633789,1.5621771812438965,0.07810020446777344
